yelp_name,yelp_categories,yelp_latitude,yelp_longitude,city_bike_latitude,city_bike_longitude,yelp_distance (m),yelp_rating,yelp_review_count,yelp_price
Capucine,['Italian'],45.6196699281717,-73.6097039384337,45.61749978312808,-73.60601127147675,375.1109995539719,5.0,4,
Restaurant Prima Luna,"['Italian', 'Sushi Bars']",45.617234,-73.594176,45.61749978312808,-73.60601127147675,920.9606954257877,4.0,14,$$$
Boulangerie Adriatica,"['Italian', 'Pizza']",45.61521,-73.60971,45.61749978312808,-73.60601127147675,365.54278795354594,4.0,1,
Grillades Sizzle,['Portuguese'],45.62398,-73.60103,45.61749978312808,-73.60601127147675,808.7412450707367,3.5,3,$$
Dagostino Pizza,['Pizza'],45.62479,-73.59907,45.61749978312808,-73.60601127147675,975.918228706879,4.5,3,
Pizzeria Etc (La),['Pizza'],45.6172299,-73.5938069,45.61749978312808,-73.60601127147675,956.3446666700872,4.5,2,$$
Tim Hortons,"['Coffee & Tea', 'Breakfast & Brunch']",45.6263,-73.59795,45.61749978312808,-73.60601127147675,1165.6244356833142,1.0,3,
Shekz Restaurant,"['Italian', 'Sushi Bars', 'Thai']",45.62356,-73.6015,45.61749978312808,-73.60601127147675,748.7847338093601,1.5,2,
L'Amère à Boire,"['Tapas Bars', 'Brewpubs']",45.51642,-73.566042,45.516926210319546,-73.56425732374191,150.01259913299967,4.0,68,$$
Le Saint-Bock,['Brasseries'],45.5158203,-73.564641,45.516926210319546,-73.56425732374191,126.55291295762142,4.0,209,$$
Poutineville,['Poutineries'],45.523205,-73.5613,45.516926210319546,-73.56425732374191,735.2045508324642,4.5,601,$$
Randolph Pub Ludique,"['Social Clubs', 'Breweries', 'Pubs']",45.5164298,-73.5660051,45.516926210319546,-73.56425732374191,146.93874545198923,4.5,96,$$
Bouillon Bilk,['Modern European'],45.51104,-73.5658,45.516926210319546,-73.56425732374191,663.2137265493847,4.5,498,$$$
Les Deux Gamins,"['French', 'Wine Bars']",45.51545,-73.57095,45.516926210319546,-73.56425732374191,546.8489417889465,4.0,595,$$
Au Pied de Cochon,['Canadian (New)'],45.522169,-73.57445,45.516926210319546,-73.56425732374191,985.1267085132862,4.0,1383,$$$
Le Cheval Blanc,['Brasseries'],45.51818786169083,-73.56426330319171,45.516926210319546,-73.56425732374191,140.28984963764958,4.0,53,$$
Pizzeria Dei Compari,['Pizza'],45.515,-73.56375,45.516926210319546,-73.56425732374191,219.9437449583081,4.0,90,$$
La Banquise,['Poutineries'],45.525354,-73.574769,45.516926210319546,-73.56425732374191,1244.5393115846173,4.0,2177,$$
La Demande Générale,"['Bistros', 'Canadian (New)', 'Pizza']",45.5175399,-73.56822,45.516926210319546,-73.56425732374191,317.75503535196384,4.5,65,$$
Le Mousso,['Canadian (New)'],45.52006,-73.56322,45.516926210319546,-73.56425732374191,351.96633559173364,4.5,54,$$$$
L'Express,['French'],45.52032,-73.57437,45.516926210319546,-73.56425732374191,875.7838167008706,4.0,672,$$$
Cadet,"['Canadian (New)', 'Bars']",45.5103,-73.564418,45.516926210319546,-73.56425732374191,736.9065123863892,4.5,113,$$$
Arepera,['Venezuelan'],45.514992,-73.572048,45.516926210319546,-73.56425732374191,643.9892984568851,4.5,329,$$
O'Thym,"['French', 'Breakfast & Brunch']",45.518377,-73.558126,45.516926210319546,-73.56425732374191,504.2133351031009,4.5,169,$$$
Acajou Br,"['Tapas/Small Plates', 'Brazilian']",45.51743,-73.56797,45.516926210319546,-73.56425732374191,296.0483272940898,4.0,64,$$
Ma Poule Mouillée,"['Portuguese', 'Chicken Shop']",45.5251692,-73.5752667883391,45.516926210319546,-73.56425732374191,1255.3141123936264,4.5,583,$$
Juliette & Chocolat,"['Creperies', 'Chocolatiers & Shops', 'Desserts']",45.51500120128985,-73.56277965889556,45.516926210319546,-73.56425732374191,243.0501847995878,4.0,229,$$
Le Passé Composé,"['Breakfast & Brunch', 'Bistros']",45.520079,-73.556603,45.516926210319546,-73.56425732374191,691.77329162169,4.5,396,$$$
Birreria Itali.co,"['Italian', 'Gastropubs']",45.4978966455496,-73.705443738479,45.506175841460966,-73.71118605136871,1023.6159759406526,3.5,45,$$
Allô! Mon Coco,['Breakfast & Brunch'],45.498395,-73.707833,45.506175841460966,-73.71118605136871,903.791565600095,3.5,21,$$
La Piazza,"['Mediterranean', 'Italian', 'Pizza']",45.5134840895922,-73.7117132050744,45.506175841460966,-73.71118605136871,813.6767670745136,4.0,4,
Rôtisserie Scores,"['Chicken Shop', 'Barbeque']",45.4972531,-73.7042535,45.506175841460966,-73.71118605136871,1129.7338807869626,2.5,28,$$
FreshMTL,"['Cafes', 'Juice Bars & Smoothies']",45.4970093,-73.7046967,45.506175841460966,-73.71118605136871,883.060540545227,5.0,1,
Tim Hortons,"['Coffee & Tea', 'Breakfast & Brunch']",45.49860803932409,-73.70689954316742,45.506175841460966,-73.71118605136871,905.3852201512024,3.0,5,
Place Tevere,"['Italian', 'Pizza']",45.4970093,-73.7046967,45.506175841460966,-73.71118605136871,918.0286830171347,4.0,3,$
Tiki Ming,['Chinese'],45.4980677711055,-73.7038904428482,45.506175841460966,-73.71118605136871,1065.889777172275,2.5,5,$
Grillades Torino,"['Mediterranean', 'Barbeque']",45.498704,-73.706164,45.506175841460966,-73.71118605136871,918.4028224727334,2.5,3,
Aqua Lunch,['Seafood'],45.49701,-73.7047,45.506175841460966,-73.71118605136871,918.0286830171347,2.5,3,$$
McDonald's,"['Burgers', 'Fast Food']",45.498768,-73.706476,45.506175841460966,-73.71118605136871,901.8019398224702,2.5,6,$
Pannizza,"['Fast Food', 'Italian', 'Pizza']",45.4986727966213,-73.7074916497963,45.506175841460966,-73.71118605136871,882.5835293015864,2.0,1,$
DBurger,"['Burgers', 'Food Trucks']",45.3744944,-73.9922680951479,45.506175841460966,-73.71118605136871,26368.946922893898,2.5,3,
Thaï Express,['Thai'],45.4985917864335,-73.7061927838533,45.506175841460966,-73.71118605136871,928.7638431057103,2.0,1,
Restaurant Deli Bourassa,"['Sandwiches', 'Specialty Food', 'Delis']",45.6073265,-73.6173927,45.506175841460966,-73.71118605136871,1120.3514332492855,3.5,2,
Gaufres & Glaces,"['Waffles', 'Ice Cream & Frozen Yogurt']",45.49701,-73.7047,45.506175841460966,-73.71118605136871,918.0286830171347,3.5,2,
Pizza 7 Etoiles,['Pizza'],45.6073265,-73.6173927,45.506175841460966,-73.71118605136871,1120.3514332492855,4.0,1,
Mario's Pizzeria,['Pizza'],45.513492,-73.721104,45.506175841460966,-73.71118605136871,1122.0971041510202,2.5,6,$$
Yori Sushi,['Sushi Bars'],45.60827,-73.61649,45.506175841460966,-73.71118605136871,1188.4637188117495,1.0,1,$$
Fabrika,"['Salad', 'Sandwiches']",45.4970093,-73.7046967,45.506175841460966,-73.71118605136871,918.0286830171347,3.0,1,
Kyoto,"['Japanese', 'Sushi Bars']",45.5127,-73.67946,45.5129938566323,-73.68249848484993,240.18180793448946,4.5,31,$$
Dolci Piu,"['Patisserie/Cake Shop', 'Cafes', 'Custom Cakes']",45.51236,-73.67917,45.5129938566323,-73.68249848484993,258.3073971982471,4.5,40,$$
Décarie Hot Dogs,"['Burgers', 'Hot Dogs', 'Poutineries']",45.51365,-73.68147,45.5129938566323,-73.68249848484993,105.23323352178782,4.0,99,$
Bol Orange,['Korean'],45.514177,-73.6822895,45.5129938566323,-73.68249848484993,132.56333183397402,4.5,62,$$
Restaurant Yi Pin Xiang,['Chinese'],45.51123,-73.6774,45.5129938566323,-73.68249848484993,440.14979305321714,4.0,31,$$
Pho Moderne,['Vietnamese'],45.5123997586567,-73.6802011347492,45.5129938566323,-73.68249848484993,190.8096491365498,4.0,45,$$
Ave Seoul,"['Korean', 'Barbeque']",45.5128093,-73.6803233,45.5129938566323,-73.68249848484993,170.72741146972427,4.0,42,$$
Vinh Hing,['Vietnamese'],45.51354,-73.68112,45.5129938566323,-73.68249848484993,115.247605757071,4.5,10,$
Maison Mignon,['Taiwanese'],45.512144,-73.677381,45.5129938566323,-73.68249848484993,409.79939711782254,4.5,49,$
Sawadika,"['Asian Fusion', 'Vegetarian', 'Thai']",45.5103099,-73.68676,45.5129938566323,-73.68249848484993,431.5300247923794,3.5,37,$$
Chez Yanna,['Cantonese'],45.512414619355866,-73.68013269386554,45.5129938566323,-73.68249848484993,195.27017573259417,4.5,4,
Elounda,['Greek'],45.510577,-73.687021,45.5129938566323,-73.68249848484993,443.17906164817276,4.0,39,$$$
Mon Ami,"['Korean', 'Barbeque']",45.51128,-73.67758,45.5129938566323,-73.68249848484993,428.01807051560314,3.5,21,
Restaurant Kam DO,['Chinese'],45.51396,-73.68205,45.5129938566323,-73.68249848484993,117.94129930336979,3.5,25,$$
Il Boccalini,['Italian'],45.51217,-73.67711,45.5129938566323,-73.68249848484993,424.2776712459004,4.0,12,$$
District 961,"['Lounges', 'Middle Eastern']",45.51040614472581,-73.68679067863046,45.5129938566323,-73.68249848484993,441.1953235639151,4.0,9,
Les Bourrelets Café,['Cafes'],45.51273,-73.68074,45.5129938566323,-73.68249848484993,130.11532726631768,5.0,4,
Chez Khady,['Senegalese'],45.5121,-73.679789,45.5129938566323,-73.68249848484993,233.34924587880437,4.0,7,$$
Fu Jia Restaurant,['Chinese'],45.513775,-73.681294,45.5129938566323,-73.68249848484993,127.87780198399142,3.5,10,$
Boustan,['Middle Eastern'],45.513569,-73.683058,45.5129938566323,-73.68249848484993,77.39942206111107,4.0,3,
Kuljit India,['Indian'],45.512423,-73.692981,45.51473429416659,-73.69144901633263,283.3729566657805,4.0,33,$$
Ben & Florentine,['Breakfast & Brunch'],45.512011,-73.6933818200989,45.51473429416659,-73.69144901633263,338.199059225873,3.5,37,$$
Kyoto,"['Japanese', 'Sushi Bars']",45.5127,-73.67946,45.51473429416659,-73.69144901633263,963.0269938545332,4.5,31,$$
Lylac Café,['Cafes'],45.5163135191179,-73.6962419664239,45.51473429416659,-73.69144901633263,412.6728427776571,4.5,20,
Dolci Piu,"['Patisserie/Cake Shop', 'Cafes', 'Custom Cakes']",45.51236,-73.67917,45.51473429416659,-73.69144901633263,982.012313752937,4.5,40,$$
Bol Orange,['Korean'],45.514177,-73.6822895,45.51473429416659,-73.69144901633263,716.3714546258157,4.5,62,$$
Trattoria la Villetta,"['Italian', 'Pizza']",45.51152,-73.6946,45.51473429416659,-73.69144901633263,282.0020690402237,3.0,10,$$
Elounda,['Greek'],45.510577,-73.687021,45.51473429416659,-73.69144901633263,576.8356358764672,4.0,39,$$$
Sawadika,"['Asian Fusion', 'Vegetarian', 'Thai']",45.5103099,-73.68676,45.51473429416659,-73.69144901633263,614.9286702298945,3.5,37,$$
Ottavio,"['Italian', 'Pizza']",45.5101248593694,-73.6897272265084,45.51473429416659,-73.69144901633263,529.8132723377995,3.5,29,$$
Décarie Hot Dogs,"['Burgers', 'Hot Dogs', 'Poutineries']",45.51365,-73.68147,45.51473429416659,-73.69144901633263,786.4469721919245,4.0,99,$
Daou,['Lebanese'],45.5206579659323,-73.7040129328533,45.51473429416659,-73.69144901633263,1179.8690407036365,4.0,25,$$
District 961,"['Lounges', 'Middle Eastern']",45.51040614472581,-73.68679067863046,45.51473429416659,-73.69144901633263,602.8031506870415,4.0,9,
Asie Moderne,"['Thai', 'Vietnamese', 'Cambodian']",45.51922,-73.6974,45.51473429416659,-73.69144901633263,685.9711258576706,4.0,18,$$
Pho Moderne,['Vietnamese'],45.5123997586567,-73.6802011347492,45.51473429416659,-73.69144901633263,914.0559741250769,4.0,45,$$
Ave Seoul,"['Korean', 'Barbeque']",45.5128093,-73.6803233,45.51473429416659,-73.69144901633263,892.9329970351259,4.0,42,$$
YeSushi,"['Pan Asian', 'Sushi Bars']",45.5191299,-73.69826,45.51473429416659,-73.69144901633263,716.80610627373,5.0,9,
Vinh Hing,['Vietnamese'],45.51354,-73.68112,45.51473429416659,-73.69144901633263,806.8457865214513,4.5,10,$
Double Pizza,['Pizza'],45.510474,-73.689909,45.51473429416659,-73.69144901633263,488.68458089291573,4.0,6,$$
St-Hubert Express,"['Chicken Shop', 'Barbeque']",45.512263942620905,-73.69263855398464,45.51473429416659,-73.69144901633263,291.1153148762331,2.0,8,$
Petinos,['Breakfast & Brunch'],45.518301,-73.713544,45.52234149817879,-73.72167885303497,776.873867710188,4.0,32,$$
Tong Por,"['Chinese', 'Thai']",45.527962,-73.721471,45.52234149817879,-73.72167885303497,625.180321730777,3.5,44,$$
Fourchette Antillaise,"['Buffets', 'Cajun/Creole']",45.527067,-73.713396,45.52234149817879,-73.72167885303497,832.1425021031105,4.5,13,$$
Ristorante Vino Rosso,['Italian'],45.52085,-73.71126,45.52234149817879,-73.72167885303497,844.7957131566753,4.5,7,
La Piazza,"['Mediterranean', 'Italian', 'Pizza']",45.5134840895922,-73.7117132050744,45.52234149817879,-73.72167885303497,1254.1525584906633,4.0,4,
Le Cristal Chinois,"['Pan Asian', 'Barbeque']",45.52791,-73.721267,45.52234149817879,-73.72167885303497,620.0191668067231,3.5,12,
San Fu,['Chinese'],45.5273503601428,-73.7200458002966,45.52234149817879,-73.72167885303497,571.3043662412939,4.5,4,
Peshawari Tikka,"['Afghan', 'Indian', 'Pakistani']",45.5271713,-73.7185223,45.52234149817879,-73.72167885303497,582.8559599515072,3.5,6,
Copper Branch,"['Vegan', 'Vegetarian', 'Gluten-Free']",45.51839180314621,-73.71251657058872,45.52234149817879,-73.72167885303497,838.1125105963464,5.0,2,
Dhaybi,"['Butcher', 'Lebanese']",45.5272686471416,-73.713031411171,45.52234149817879,-73.72167885303497,868.3240806127666,5.0,2,$
Poulet Mankal,['Mediterranean'],45.52708,-73.71914,45.52234149817879,-73.72167885303497,586.4469871486531,4.0,4,$
Yuzu Sushi,['Sushi Bars'],45.5191121,-73.7127754,45.52234149817879,-73.72167885303497,781.1334279211707,4.0,1,
Pizza Pizza,['Pizza'],45.5187137,-73.713089,45.52234149817879,-73.72167885303497,781.4029015549884,3.0,2,
Benny&Co,"['Poutineries', 'Chicken Shop', 'Barbeque']",45.53006472,-73.72317683,45.52234149817879,-73.72167885303497,866.6742653793624,2.5,2,$
Dairy Queen Ltd Brazier,"['Burgers', 'Ice Cream & Frozen Yogurt', 'Fast Food']",45.526160796001946,-73.71421896301854,45.52234149817879,-73.72167885303497,719.7907827108368,3.0,2,
Pho Kim,"['Soup', 'Vietnamese']",45.52488965113693,-73.71310740087736,45.52234149817879,-73.72167885303497,725.3838822370217,5.0,1,
Ristorante Il Cenone,['Italian'],45.52921,-73.72472,45.52234149817879,-73.72167885303497,802.3779990616795,3.5,3,$$
Biryani & Co,"['Portuguese', 'Pakistani']",45.52462,-73.71063,45.52234149817879,-73.72167885303497,894.9959134690588,3.5,3,
Restaurant Deli Bourassa,"['Sandwiches', 'Specialty Food', 'Delis']",45.6073265,-73.6173927,45.52234149817879,-73.72167885303497,866.3366147416352,3.5,2,
Pizza 7 Etoiles,['Pizza'],45.6073265,-73.6173927,45.52234149817879,-73.72167885303497,866.3366147416352,4.0,1,
Boulangerie Pâtisserie Salerno,"['Meat Shops', 'Sandwiches', 'Bakeries']",45.570879,-73.6398383,45.566869345371856,-73.64101678133011,455.19234508829277,5.0,7,$$
Grill N Go,"['Steakhouses', 'Barbeque']",45.57517957747336,-73.6356221822089,45.566869345371856,-73.64101678133011,1014.9886467105893,4.0,30,$$
Zagrum,['Breakfast & Brunch'],45.56862,-73.65336,45.566869345371856,-73.64101678133011,995.2936191515007,4.0,22,$$
Romina,"['Meat Shops', 'Sandwiches', 'Bakeries']",45.5698,-73.64081,45.566869345371856,-73.64101678133011,326.4393688052506,5.0,2,
Les Deux Copains,"['Burgers', 'Soup']",45.5726630823637,-73.6500528082252,45.566869345371856,-73.64101678133011,953.817998377384,4.0,7,
Andreamise,['Haitian'],45.57381,-73.63745,45.566869345371856,-73.64101678133011,812.7979055809654,4.0,5,
Cric Crac,"['Haitian', 'Cajun/Creole']",45.57294,-73.62957,45.566869345371856,-73.64101678133011,1119.9548013760948,4.0,1,
Napo,"['Spanish', 'Sandwiches', 'Bakeries']",45.57446,-73.64805,45.566869345371856,-73.64101678133011,1011.7129608472438,5.0,1,
McDonald's,"['Burgers', 'Fast Food']",45.5659656533781,-73.6468849049739,45.566869345371856,-73.64101678133011,467.72849839348663,2.5,4,$$
Épicerie Banh Mi Linh,"['Sandwiches', 'Soup', 'Vietnamese']",45.5718002930076,-73.6507611744016,45.566869345371856,-73.64101678133011,935.9364874966624,2.0,2,
Restaurant La Piccola,['Italian'],45.57061,-73.65129,45.566869345371856,-73.64101678133011,908.8391005639122,4.0,1,$$
Restaurant Relax,['Haitian'],45.56825,-73.65294,45.566869345371856,-73.64101678133011,945.8247081051335,5.0,1,
Hollé Pizza,"['Poutineries', 'Sandwiches', 'Pizza']",45.56532,-73.64818,45.566869345371856,-73.64101678133011,573.3795195275037,3.0,1,
Le Jardin des Puits,"['Mediterranean', 'Greek']",45.573032,-73.649817,45.566869345371856,-73.64101678133011,968.9267420106326,2.0,1,
Cotto Crudo,"['Chicken Shop', 'Butcher', 'Sandwiches']",45.57397224282445,-73.63194607055219,45.566869345371856,-73.64101678133011,1059.3951375098447,2.5,2,
Rebecca Pizza,['Pizza'],45.57309,-73.62989,45.566869345371856,-73.64101678133011,1108.596985445557,2.0,1,
Cafe Central,['Cafes'],45.451144,-73.592862,45.44791581215845,-73.58381867408752,791.5199879107573,4.5,19,$
Pizza Nino,['Pizza'],45.453028,-73.593794,45.44791581215845,-73.58381867408752,963.6536679059803,4.0,17,$$
Cafe Frejus,['Cafes'],45.4492,-73.57226,45.44791581215845,-73.58381867408752,902.3419516499147,4.5,32,$$
Café Bénédictins,"['Breakfast & Brunch', 'Creperies']",45.4523673,-73.5726292,45.44791581215845,-73.58381867408752,1003.4324502821366,4.0,16,$
Déjeuner la Terrasse,['Breakfast & Brunch'],45.45562967711456,-73.5765407842385,45.44791581215845,-73.58381867408752,1028.5965518775406,4.0,10,
Caffe Napoletana,['Cafes'],45.4531593,-73.5937881,45.44791581215845,-73.58381867408752,971.9876695660764,5.0,4,$$
Au Coq,"['Chicken Wings', 'Chicken Shop']",45.4521854635093,-73.5725387478851,45.44791581215845,-73.58381867408752,999.8193982971266,4.0,10,
Pasquale,"['Sandwiches', 'Noodles', 'Pizza']",45.44851,-73.58975,45.44791581215845,-73.58381867408752,466.6387079711425,4.0,10,
Gourmet Aldo,"['Salad', 'Sandwiches', 'Bakeries']",45.4511899,-73.59413,45.44791581215845,-73.58381867408752,878.2708698776728,4.0,6,
New Verdun,['International'],45.45613,-73.57227,45.44791581215845,-73.58381867408752,1290.1943583898562,3.5,12,$$
Bingo,['Comfort Food'],45.45191,-73.57267,45.44791581215845,-73.58381867408752,986.3651463496473,4.5,4,
Metro Pizza,['Pizza'],45.4552805,-73.5765653,45.44791581215845,-73.58381867408752,995.3623491938024,2.5,3,$
Etoiles De Ville Emard (Les),['Vietnamese'],45.45632,-73.59492,45.44791581215845,-73.58381867408752,1276.8313702048376,4.0,4,$
Pang Ji Gui Lin Nouilles,"['Chinese', 'Noodles', 'Food Delivery Services']",45.45469013722431,-73.59445022391166,45.44791581215845,-73.58381867408752,1120.3456541283108,5.0,2,
Pizzeria Geppetto,"['Italian', 'Pizza']",45.45165,-73.5727,45.44791581215845,-73.58381867408752,967.2747825773905,3.5,5,
Monk Café,['Cafes'],45.45598334126171,-73.59485026448965,45.44791581215845,-73.58381867408752,1243.062017310405,4.5,3,
Oh Yummy Restaurant,['Chinese'],45.4536819,-73.5940094,45.44791581215845,-73.58381867408752,1021.9987030392828,2.5,8,$$
Yen Sushi & Poké,"['Poke', 'Japanese', 'Sushi Bars']",45.451756940797694,-73.59372734110444,45.44791581215845,-73.58381867408752,883.101714794948,3.5,2,
La Marinade,"['Burgers', 'Cafes', 'Pizza']",45.44677,-73.5726,45.44791581215845,-73.58381867408752,845.9650863994774,4.0,2,$
Le Roi du Hot-dog,"['Hot Dogs', 'Ice Cream & Frozen Yogurt', 'Pizza']",45.4537,-73.57184,45.44791581215845,-73.58381867408752,1131.0465991153776,3.5,8,
La Sirène de la Mer,"['Mediterranean', 'Seafood']",45.516,-73.63026,45.51293324107222,-73.63389015197754,455.4000480000913,4.0,48,$$$
Pizzaiolle Mont-Royal,['Pizza'],45.51633,-73.64362,45.51293324107222,-73.63389015197754,831.6710426038816,4.5,16,$$
Phnom Penh,"['Vietnamese', 'Cambodian']",45.50532,-73.6414099,45.51293324107222,-73.63389015197754,1040.4571148367927,5.0,18,$$
Sushi Plus,['Sushi Bars'],45.5216767,-73.6246318,45.51293324107222,-73.63389015197754,1222.7472769044432,3.5,57,$$
Sushi Q,['Sushi Bars'],45.509057,-73.625349,45.51293324107222,-73.63389015197754,792.923417066033,4.5,11,
Sarah,['Cajun/Creole'],45.51296427546396,-73.63073869293214,45.51293324107222,-73.63389015197754,245.58449149919798,3.5,2,
Chanoch Sushi,['Sushi Bars'],45.51332,-73.63063,45.51293324107222,-73.63389015197754,251.7067123501876,4.0,2,
Restaurant Sing Fai,['Chinese'],45.50937,-73.63042,45.51293324107222,-73.63389015197754,475.3862616052676,5.0,1,
Hinata Sushi,['Sushi Bars'],45.51714548866108,-73.6443999,45.51293324107222,-73.63389015197754,943.3723594914889,4.0,5,
Maison Heureuse,"['Chinese', 'Thai']",45.50937,-73.63042,45.51293324107222,-73.63389015197754,475.3862616052676,5.0,1,
Dupond & Dupont,['French'],45.51694,-73.64238,45.51293324107222,-73.63389015197754,800.2793941926963,3.5,9,$$
Dagwoods,['Sandwiches'],45.520892,-73.6277096,45.51293324107222,-73.63389015197754,1007.506204966188,3.5,2,
Les Garcons,['Thai'],45.51485351151125,-73.64550403128442,45.51293324107222,-73.63389015197754,929.7828833527557,4.5,2,
Domino's Pizza,['Pizza'],45.5205323,-73.6278637,45.51293324107222,-73.63389015197754,998.6340841021356,2.0,5,
McDonald's,"['Burgers', 'Fast Food']",45.5204272,-73.625391,45.51293324107222,-73.63389015197754,1064.3721056476913,1.5,4,
Sushi QnQ,['Sushi Bars'],45.50889555900228,-73.62476457596429,45.51293324107222,-73.63389015197754,840.9621123129015,5.0,1,
Pizza Hut,"['Chicken Wings', 'Fast Food', 'Pizza']",45.504779,-73.643139,45.51293324107222,-73.63389015197754,1161.0026922756585,2.0,1,
Chez Quan,"['Sandwiches', 'Vietnamese']",45.5608482,-73.5962219,45.51293324107222,-73.63389015197754,793.0116304644173,2.0,1,
Ristorante Riventino,['Italian'],45.42854197585772,-73.5950485478633,45.42947143740888,-73.59309915918857,183.9090874282501,4.0,4,$$$
Crème Café,"['Breakfast & Brunch', 'Ice Cream & Frozen Yogurt', 'Sandwiches']",45.4285127,-73.5947357,45.42947143740888,-73.59309915918857,159.32082699248687,3.0,6,$$
Restaurant Centrale Pizzeria,['Pizza'],45.43201,-73.59725,45.42947143740888,-73.59309915918857,439.38072724993805,4.0,12,$$
Restaurant Dani's Pizzeria,['Pizza'],45.43069759999999,-73.59815137607455,45.42947143740888,-73.59309915918857,417.1558635671981,3.5,20,$$
Café Eviza,['Cafes'],45.430203,-73.598453,45.42947143740888,-73.59309915918857,415.59059519903883,5.0,1,
Pizzeria Almondo,['Pizza'],45.42993,-73.59846,45.42947143740888,-73.59309915918857,426.25819450879237,3.5,2,
Théâtre Desjardins,['Performing Arts'],45.4360825010152,-73.6054049846558,45.42947143740888,-73.59309915918857,1209.3120732802515,3.5,3,
Mon Ami Express,['Korean'],45.523928,-73.521373,45.52331869398737,-73.52012693881989,118.37934112161457,5.0,1,
Meli Crêpes Gaufres,"['Waffles', 'Creperies']",45.5239078221055,-73.5213761776686,45.52331869398737,-73.52012693881989,117.31497745268295,5.0,1,
Tim Hortons,"['Coffee & Tea', 'Breakfast & Brunch']",45.52507,-73.52162,45.52331869398737,-73.52012693881989,236.11326399224308,2.0,2,
McDonald's,"['Burgers', 'Fast Food']",45.524919,-73.522176,45.52331869398737,-73.52012693881989,239.0533046446496,1.0,1,
Rôtisserie St-Hubert,"['Chicken Shop', 'Barbeque']",45.52755451832359,-73.5150921353634,45.52331869398737,-73.52012693881989,612.9282685193135,3.0,3,$$
Tutti Frutti,['Breakfast & Brunch'],45.5277722368363,-73.5127830505371,45.52331869398737,-73.52012693881989,756.6618170390511,4.5,4,
Tim Horton's,['Sandwiches'],45.5271522,-73.5135699,45.52331869398737,-73.52012693881989,665.3040037835841,3.0,1,
Valentine,['Canadian (New)'],45.5286731,-73.513381,45.52331869398737,-73.52012693881989,692.1482154677799,4.0,1,
McDonald's,"['Burgers', 'Fast Food']",45.5284120117475,-73.5125158260181,45.52331869398737,-73.52012693881989,819.9420439121088,2.5,2,
Restaurant Hélène de Champlain,['French'],45.5153952,-73.5319678,45.52331869398737,-73.52012693881989,1235.9829524609809,5.0,1,
Pannizza,['Pizza'],45.5286380059742,-73.5157864540815,45.52331869398737,-73.52012693881989,681.3079288353656,4.0,1,
Restaurant Chez Lien,['Vietnamese'],45.52953,-73.51287,45.52331869398737,-73.52012693881989,891.8198071787328,4.5,2,
Restaurant La Belle Province,['Fast Food'],45.5252399,-73.51311,45.52331869398737,-73.52012693881989,587.1849198655642,3.0,2,$
N et G Restaurant,"['Sandwiches', 'Pizza']",45.5168543224623,-73.5189772769809,45.52331869398737,-73.52012693881989,724.3636383744032,3.0,1,
Kam-Bo,['Canadian (New)'],45.528552,-73.513504,45.52331869398737,-73.52012693881989,777.7004525665207,3.0,1,
Le Péché Matinal,['Breakfast & Brunch'],45.536997,-73.51223,45.53368199320325,-73.51526074111462,437.71997490198135,4.5,66,$$
La Piazzetta,"['Italian', 'Pizza']",45.534693,-73.51429,45.53368199320325,-73.51526074111462,135.48066629564542,4.5,13,$$
Silva Grillades,['Portuguese'],45.53861,-73.51,45.53368199320325,-73.51526074111462,673.5521956078761,4.0,17,$$$
Chichi Café,"['Creperies', 'Cafes']",45.53672,-73.51303,45.53368199320325,-73.51526074111462,375.77527958594146,4.5,11,$
Madame Thai,['Thai'],45.536623,-73.512858,45.53368199320325,-73.51526074111462,376.78772468369095,4.0,14,
L'Gros Luxe,"['Breakfast & Brunch', 'Cocktail Bars', 'Canadian (New)']",45.538108,-73.51042,45.53368199320325,-73.51526074111462,619.9722708992272,3.0,29,$$
Magia,['Italian'],45.53755,-73.51129,45.53368199320325,-73.51526074111462,535.4076370701935,3.5,15,$$$
Dur a Cuire,"['Desserts', 'Italian']",45.5363388,-73.5091095,45.53368199320325,-73.51526074111462,560.5304128749576,4.0,15,$$$
L'Incrédule,['French'],45.5374371,-73.51022954508504,45.53368199320325,-73.51526074111462,572.6338105562767,4.0,5,
Lou Nissart,['French'],45.53586,-73.50886,45.53368199320325,-73.51526074111462,553.1246611742657,4.5,3,$$$
N Latté,['Cafes'],45.53795,-73.51052,45.53368199320325,-73.51526074111462,598.3332930429117,4.5,7,
Restaurant Messina,"['Italian', 'Pizza']",45.5370599,-73.51208,45.53368199320325,-73.51526074111462,437.19184682794713,3.5,8,$$
Restaurant Asiana,"['Chinese', 'Thai']",45.53934,-73.50942,45.53368199320325,-73.51526074111462,785.8272920007444,5.0,2,
Le Cheese Truck,"['Comfort Food', 'Food Trucks']",45.4714660644531,-73.6265182495117,45.53368199320325,-73.51526074111462,11087.339348334273,4.0,14,$
Küto,['International'],45.5368,-73.51261,45.53368199320325,-73.51526074111462,399.5927481427554,3.0,7,
Quai99,['Seafood'],45.5412912,-73.5116947,45.53368199320325,-73.51526074111462,854.9255439663726,4.0,4,
Lanterne,['Vietnamese'],45.53872,-73.50997,45.53368199320325,-73.51526074111462,703.1095539192294,3.0,14,$$
Restaurant Longueuil Pizza,['Pizza'],45.53562,-73.5128299,45.53368199320325,-73.51526074111462,291.37868355623806,5.0,1,
