fsq_name,fsq_categories,fsq_latitude,fsq_longitude,city_bike_latitude,city_bike_longitude,fsq_distance (m),fsq_rating,fsq_popularity,fsq_price
Restaurant Prima Luna,['Italian Restaurant'],45.617439,-73.593995,45.61749978312808,-73.60601127147675,941,7.4,0.9855101323649994,1.0
Salle Désilets,"['Office Building', 'Music Venue']",45.617818,-73.606,45.61749978312808,-73.60601127147675,19,,0.9615321541525126,
Fun O Max,"['Playground', 'Recreation Center']",45.618397,-73.605533,45.61749978312808,-73.60601127147675,106,,0.5147124282534848,
Ecafé,['Restaurant'],45.611729,-73.606237,45.61749978312808,-73.60601127147675,641,,,
Gagnon Multi Services Inc,"['Agriculture and Forestry Service', 'Farm']",45.618448,-73.597475,45.61749978312808,-73.60601127147675,659,,0.7225723322010074,
Ge Sports,"['Sporting Goods Retail', 'Hiking Trail']",45.61855,-73.614667,45.61749978312808,-73.60601127147675,682,,,
Entreprise Viceversa,['Garden'],45.620482,-73.598124,45.61749978312808,-73.60601127147675,713,,0.26819725899027763,
Restaurant Shekz,['Restaurant'],45.623543,-73.60138,45.61749978312808,-73.60601127147675,773,,0.5489867635000586,
Grillades Sizzle,"['Bistro', 'Portuguese Restaurant']",45.624004,-73.601104,45.61749978312808,-73.60601127147675,811,,0.9951153801101089,
Pizzeria Etc,['Pizzeria'],45.617734,-73.593471,45.61749978312808,-73.60601127147675,964,,0.6958767716996603,1.0
Le Saint Bock,"['Bar', 'American Restaurant', 'Gastropub']",45.515893,-73.564685,45.516926210319546,-73.56425732374191,132,8.5,0.97897387841162,2.0
Mamie Clafoutis,"['Café', 'Sandwich Spot', 'Bakery']",45.518104,-73.57052,45.516926210319546,-73.56425732374191,505,9.0,0.9549959001991332,2.0
Square Saint-Louis,['Urban Park'],45.516863,-73.570018,45.516926210319546,-73.56425732374191,439,8.7,0.9856741243996721,
La Fabrique Bistrot,['Restaurant'],45.51801,-73.569549,45.516926210319546,-73.56425732374191,426,8.6,0.9279606419116786,4.0
Saint-Houblon,"['Bistro', 'Bar', 'Gastropub']",45.514696,-73.562032,45.516926210319546,-73.56425732374191,301,8.2,0.9748623638280426,3.0
Place Émilie-Gamelin,['Park'],45.515305,-73.560017,45.516926210319546,-73.56425732374191,397,8.3,0.9788801686775214,
Bouillon Bilk,['Restaurant'],45.511038,-73.565936,45.516926210319546,-73.56425732374191,675,9.3,0.9545039240951154,3.0
Cadet,"['Wine Bar', 'Restaurant']",45.510388,-73.564365,45.516926210319546,-73.56425732374191,741,9.4,0.965538245285229,
M Telus,['Arts and Entertainment'],45.510633,-73.563501,45.516926210319546,-73.56425732374191,681,8.8,0.9631486470657139,
O'Thym,['French Restaurant'],45.518359,-73.557934,45.516926210319546,-73.56425732374191,488,8.3,0.9492444652688298,3.0
Allô! Mon Coco,"['Coffee Shop', 'Restaurant']",45.498532,-73.707616,45.506175841460966,-73.71118605136871,895,7.8,0.9824762797235563,1.0
Parc Philippe-Laheurte,['Park'],45.507107,-73.718331,45.506175841460966,-73.71118605136871,554,7.1,0.9413728476045449,
Challenger la Piazza,['Mediterranean Restaurant'],45.512823,-73.711459,45.506175841460966,-73.71118605136871,755,6.9,0.9181211198313225,2.0
Tai Express,"['Fast Food Restaurant', 'Thai Restaurant']",45.498486,-73.707082,45.506175841460966,-73.71118605136871,892,6.5,0.8649759868806373,2.0
Boisé du parc Marcel-Laurin,['Hiking Trail'],45.506926,-73.705634,45.506175841460966,-73.71118605136871,422,,0.8402483307953613,
McDonald's,"['Fast Food Restaurant', 'Burger Joint']",45.498726,-73.706509,45.506175841460966,-73.71118605136871,902,6.0,0.9963101792198664,1.0
Centre d'exposition Lethbridge,['Arts and Entertainment'],45.504036,-73.70529,45.506175841460966,-73.71118605136871,525,,0.7425442192807777,
Nirvana Sushi,['Sushi Restaurant'],45.512891,-73.710929,45.506175841460966,-73.71118605136871,546,,0.862902659013705,2.0
Parc de l'Écu,['Playground'],45.511815,-73.71341,45.506175841460966,-73.71118605136871,635,,0.7947288274569521,
Parc des Équinoxes,['Playground'],45.510369,-73.717235,45.506175841460966,-73.71118605136871,665,,0.8962633243528172,
Decarie Hot Dog,"['Hot Dog Joint', 'Poutine Restaurant', 'Fast Food Restaurant']",45.513691,-73.681551,45.5129938566323,-73.68249848484993,90,7.7,0.976619421342392,1.0
A&W Restaurant,"['Fast Food Restaurant', 'American Restaurant']",45.513951,-73.682674,45.5129938566323,-73.68249848484993,104,7.5,0.9888485416422631,1.0
Kyoto Restaurants Japonais,['Sushi Restaurant'],45.512539,-73.679622,45.5129938566323,-73.68249848484993,210,7.4,0.9601265081410332,2.0
Vai Burger,['Fast Food Restaurant'],45.513543,-73.683193,45.5129938566323,-73.68249848484993,96,7.3,0.8346726016164929,1.0
Elounda,"['Mediterranean Restaurant', 'Greek Restaurant', 'Seafood Restaurant']",45.51051,-73.686867,45.5129938566323,-73.68249848484993,468,7.5,0.9322947171137402,3.0
Restaurant Yi Pin Xiang,['Dongbei Restaurant'],45.511054,-73.677294,45.5129938566323,-73.68249848484993,547,7.3,0.9710085510132365,
Crazy Falafel,"['Lebanese Restaurant', 'Fast Food Restaurant', 'Falafel Restaurant']",45.520362,-73.675143,45.5129938566323,-73.68249848484993,997,7.5,0.976584280192105,1.0
Ben & Florentine,['Fast Food Restaurant'],45.512014,-73.693556,45.5129938566323,-73.68249848484993,867,7.3,0.9645074382101441,1.0
Ottavio,"['Italian Restaurant', 'Pizzeria']",45.510113,-73.689469,45.5129938566323,-73.68249848484993,596,6.9,0.9785287571746515,2.0
Bistro Sawadika,"['Bistro', 'Thai Restaurant']",45.510289,-73.686569,45.5129938566323,-73.68249848484993,435,6.7,0.9840107766194214,2.0
Lylac,['Mediterranean Restaurant'],45.516335,-73.69608,45.51473429416659,-73.69144901633263,413,8.5,0.9952676584280192,1.0
Restaurant Asie Moderne,"['Cambodian Restaurant', 'Thai Restaurant']",45.519321,-73.697298,45.51473429416659,-73.69144901633263,697,8.4,0.9906524540236618,1.0
Ben & Florentine,['Fast Food Restaurant'],45.512014,-73.693556,45.51473429416659,-73.69144901633263,324,7.3,0.9645074382101441,1.0
Decarie Hot Dog,"['Hot Dog Joint', 'Poutine Restaurant', 'Fast Food Restaurant']",45.513691,-73.681551,45.51473429416659,-73.69144901633263,775,7.7,0.976619421342392,1.0
Elounda,"['Mediterranean Restaurant', 'Greek Restaurant', 'Seafood Restaurant']",45.51051,-73.686867,45.51473429416659,-73.69144901633263,593,7.5,0.9322947171137402,3.0
A&W Restaurant,"['Fast Food Restaurant', 'American Restaurant']",45.513951,-73.682674,45.51473429416659,-73.69144901633263,674,7.5,0.9888485416422631,1.0
St-Hubert Express,"['Restaurant', 'South American Restaurant']",45.51232,-73.692549,45.51473429416659,-73.69144901633263,270,6.9,0.9841162000702823,
Vai Burger,['Fast Food Restaurant'],45.513543,-73.683193,45.51473429416659,-73.69144901633263,632,7.3,0.8346726016164929,1.0
Kyoto Restaurants Japonais,['Sushi Restaurant'],45.512539,-73.679622,45.51473429416659,-73.69144901633263,933,7.4,0.9601265081410332,2.0
Ottavio,"['Italian Restaurant', 'Pizzeria']",45.510113,-73.689469,45.51473429416659,-73.69144901633263,517,6.9,0.9785287571746515,2.0
Restaurant Kuljit India,['South Indian Restaurant'],45.524554,-73.712889,45.52234149817879,-73.72167885303497,697,8.5,0.8869274920932412,2.0
Première Moisson,"['Dessert Shop', 'Restaurant', 'Bakery']",45.518118,-73.713583,45.52234149817879,-73.72167885303497,783,8.0,0.9832259575963453,1.0
Petinos,"['Import and Export Service', 'Restaurant']",45.518001,-73.713773,45.52234149817879,-73.72167885303497,763,7.9,0.9919058217172309,1.0
Chocolats Favoris,"['Dessert Shop', 'Restaurant']",45.51841,-73.713255,45.52234149817879,-73.72167885303497,776,7.4,0.9383507086798641,1.0
Tim Hortons,"['Restaurant', 'Cafe, Coffee, and Tea House']",45.524468,-73.711626,45.52234149817879,-73.72167885303497,802,6.5,0.9986997774393815,1.0
Subway,"['Fast Food Restaurant', 'Deli']",45.518697,-73.713119,45.52234149817879,-73.72167885303497,769,6.4,0.8687712311116317,1.0
Parc Marlborough,['Park'],45.52263,-73.720429,45.52234149817879,-73.72167885303497,118,,0.0375658896567881,
Pizza Pizza,"['Fast Food Restaurant', 'Pizzeria']",45.518585,-73.713018,45.52234149817879,-73.72167885303497,805,6.2,0.8558392878060208,1.0
Malborough Park,['Park'],45.524234,-73.722472,45.52234149817879,-73.72167885303497,224,,0.9926672133067822,
Poulet Mankal,"['Lebanese Restaurant', 'Diner']",45.527206,-73.71904,45.52234149817879,-73.72167885303497,578,,,1.0
Stade de soccer de Montréal,['Stadium'],45.562607,-73.639155,45.566869345371856,-73.64101678133011,569,8.3,0.9802038186716645,
Boulangerie & Pâtisserie Salerno,"['Pizzeria', 'Pastry Shop', 'Bakery']",45.570836,-73.63977,45.566869345371856,-73.64101678133011,455,7.8,0.955593299754012,1.0
Zagrum,['Restaurant'],45.568503,-73.653467,45.566869345371856,-73.64101678133011,972,8.0,0.039732927257818906,2.0
Restaurant Chez Marie,['Restaurant'],45.56763,-73.642505,45.566869345371856,-73.64101678133011,144,,0.8148178517043458,
Bistro Bar MC,"['Coffee Shop', 'Bistro']",45.569967,-73.640566,45.566869345371856,-73.64101678133011,332,,0.9962164694857678,2.0
Parc Champdore,['Park'],45.569426,-73.636522,45.566869345371856,-73.64101678133011,430,,0.9847018859083987,
Parc des Hirondelles,['Landmarks and Outdoors'],45.569093,-73.636123,45.566869345371856,-73.64101678133011,475,,0.7447463980320956,
Maison du Ravioli,['Deli'],45.571646,-73.639119,45.566869345371856,-73.64101678133011,545,,0.9397446409745812,
Cassy Rich,['Performing Arts Venue'],45.568685,-73.647507,45.566869345371856,-73.64101678133011,548,,0.3364765139978915,
Parc Frédéric-Back – Complexe environnemental de Saint-Michel,['Garden'],45.563672,-73.63439,45.566869345371856,-73.64101678133011,636,,0.9919878177345671,
Restaurant Pizza Nino,['Pizzeria'],45.453049,-73.593743,45.44791581215845,-73.58381867408752,970,7.9,0.8998945765491391,4.0
Frejus St Raphael Cafe,"['Café', 'Restaurant']",45.44922,-73.572772,45.44791581215845,-73.58381867408752,887,7.7,0.9534145484362189,1.0
Café Central,"['Coffee Shop', 'Café', 'Restaurant']",45.451078,-73.592953,45.44791581215845,-73.58381867408752,799,7.5,0.9576197727538948,1.0
Restaurant Bingo Regd,"['Fast Food Restaurant', 'Diner']",45.451894,-73.572519,45.44791581215845,-73.58381867408752,988,7.3,0.9539065245402366,1.0
Parc du Quai-de-la-Tortue,['Park'],45.447545,-73.571364,45.44791581215845,-73.58381867408752,979,7.2,0.9696263324352817,
Parc de la verendrye,['Park'],45.456696,-73.582057,45.44791581215845,-73.58381867408752,998,7.0,0.7095701065948226,
Parc Beurling,"['Organization', 'Park', 'Sports and Recreation']",45.447749,-73.583656,45.44791581215845,-73.58381867408752,54,,0.9675998594353988,
Parc Riverview,['Park'],45.447613,-73.579201,45.44791581215845,-73.58381867408752,357,,0.9893288040295186,
Wilson Park,['Playground'],45.44852,-73.579231,45.44791581215845,-73.58381867408752,359,,0.9080473234157198,
Clifford Park,['Park'],45.450132,-73.589247,45.44791581215845,-73.58381867408752,473,,0.9735270001171372,
Poissonnerie la Sirene la Mer,"['Lebanese Restaurant', 'Seafood Restaurant', 'Mediterranean Restaurant']",45.516191,-73.630334,45.51293324107222,-73.63389015197754,448,7.8,0.9923040880871501,3.0
Leonidas Mont Royal,"['Coffee Shop', 'Restaurant']",45.514909,-73.645454,45.51293324107222,-73.63389015197754,913,8.2,0.9513646480028113,1.0
TMR Arena,['Stadium'],45.514737,-73.640071,45.51293324107222,-73.63389015197754,521,7.5,0.97640857444067,
Pizzaiolle,"['Italian Restaurant', 'Pizzeria']",45.516312,-73.643563,45.51293324107222,-73.63389015197754,835,7.7,0.9203818671664519,1.0
Dagwoods la Sandwicherie,"['Restaurant', 'Sandwich Spot']",45.520682,-73.62748,45.51293324107222,-73.63389015197754,997,7.2,0.9065479676701418,1.0
Subway,"['Fast Food Restaurant', 'Deli']",45.508859,-73.625004,45.51293324107222,-73.63389015197754,795,6.4,0.8955956424973645,1.0
Parc Dunkerque,['Park'],45.512348,-73.634759,45.51293324107222,-73.63389015197754,84,,0.4040763734332904,
Tim Hortons,"['Restaurant', 'Cafe, Coffee, and Tea House']",45.508845,-73.625682,45.51293324107222,-73.63389015197754,778,6.3,0.9573737847018859,1.0
Sarah Cuisine Créole,['Restaurant'],45.512945,-73.630662,45.51293324107222,-73.63389015197754,251,,,
Dupond & Dupont,['French Restaurant'],45.516844,-73.642564,45.51293324107222,-73.63389015197754,808,6.1,0.9105189176525712,3.0
Parc des Rapides,['Park'],45.42948,-73.59409,45.42947143740888,-73.59309915918857,120,8.4,0.9962281832025301,
Restaurant Dani's Pizzeria,['Pizzeria'],45.430643,-73.598286,45.42947143740888,-73.59309915918857,408,7.4,0.949607590488462,1.0
Centre Henri-Lemieux,['Arts and Entertainment'],45.430669,-73.594274,45.42947143740888,-73.59309915918857,166,,0.9745226660419352,
Restaurant Crème Café,['Restaurant'],45.428503,-73.594687,45.42947143740888,-73.59309915918857,169,,0.9299051188942251,
Ristorante Riventino,['Italian Restaurant'],45.428555,-73.594931,45.42947143740888,-73.59309915918857,182,,0.9018976221154973,2.0
Nouveau Quebecois,['Pizzeria'],45.4299,-73.598504,45.42947143740888,-73.59309915918857,425,,0.4716645191519269,1.0
Centrale Pizzeria,['Pizzeria'],45.432024,-73.597364,45.42947143740888,-73.59309915918857,437,,,1.0
The Horde,['Arcade'],45.432088,-73.599784,45.42947143740888,-73.59309915918857,582,,0.3144430127679513,
Parc Raymond,['Park'],45.427725,-73.602156,45.42947143740888,-73.59309915918857,803,,0.9854867049314747,
Almondo Pizzeria,['Pizzeria'],45.429958,-73.598457,45.42947143740888,-73.59309915918857,421,,,
Pizza Heure de Pointe,['Pizzeria'],45.524378,-73.521255,45.52331869398737,-73.52012693881989,132,8.2,0.9825085962027209,1.0
A&W Restaurant,"['Fast Food Restaurant', 'American Restaurant']",45.524264,-73.521252,45.52331869398737,-73.52012693881989,146,6.7,0.8379428913140978,1.0
Tutti Frutti,"['Restaurant', 'Breakfast Spot']",45.527613,-73.512828,45.52331869398737,-73.52012693881989,756,7.3,0.9297353864553745,1.0
Thai Express,"['Asian Restaurant', 'Thai Restaurant']",45.524832,-73.521269,45.52331869398737,-73.52012693881989,190,6.7,0.8264314546269995,2.0
Rôtisserie St-Hubert,"['Restaurant', 'South American Restaurant']",45.528599,-73.514699,45.52331869398737,-73.52012693881989,611,7.0,0.9687546718493049,
Subway,"['Fast Food Restaurant', 'Deli']",45.523583,-73.521231,45.52331869398737,-73.52012693881989,106,6.3,0.9790701151143669,1.0
Tim Hortons,"['Restaurant', 'Cafe, Coffee, and Tea House']",45.52499,-73.521904,45.52331869398737,-73.52012693881989,160,6.3,0.9838540888025116,1.0
Subway,"['Fast Food Restaurant', 'Deli']",45.517252,-73.519582,45.52331869398737,-73.52012693881989,691,6.5,0.9150844670354313,1.0
Subway,"['Fast Food Restaurant', 'Deli']",45.528198,-73.514832,45.52331869398737,-73.52012693881989,675,6.4,0.8676932276872478,1.0
Taouk du Québec,['Middle Eastern Restaurant'],45.525111,-73.52152,45.52331869398737,-73.52012693881989,130,,0.9606817162505606,2.0
St Mark Resto Pub Terrasse,['American Restaurant'],45.53631,-73.512658,45.53368199320325,-73.51526074111462,357,8.4,0.8783076693078188,2.0
Madame Thai,['Thai Restaurant'],45.536651,-73.512669,45.53368199320325,-73.51526074111462,370,8.3,0.9382568395873823,2.0
Péché Matinal,['Restaurant'],45.536941,-73.512339,45.53368199320325,-73.51526074111462,419,8.4,0.9234564209896846,1.0
Resto-pub Chez Vincent,"['Bar', 'Restaurant']",45.535998,-73.508336,45.53368199320325,-73.51526074111462,609,7.9,0.8931080879055165,2.0
Café Terrasse 1957,['Bistro'],45.537415,-73.511384,45.53368199320325,-73.51526074111462,498,7.6,0.9047690237703693,2.0
Pâtisserie O Gâteries,"['Restaurant', 'Pastry Shop', 'Bakery']",45.536137,-73.512798,45.53368199320325,-73.51526074111462,331,6.8,0.8261324562714905,1.0
Pâtisserie Rolland Inc,"['Restaurant', 'Pastry Shop', 'Bakery']",45.538589,-73.509481,45.53368199320325,-73.51526074111462,676,7.0,0.8917625953057258,1.0
Rôtisserie St-Hubert,"['Restaurant', 'South American Restaurant']",45.528599,-73.514699,45.53368199320325,-73.51526074111462,683,7.0,0.9687546718493049,
L'Gros Luxe Vieux-Longueuil,"['Bistro', 'Gastropub', 'Comfort Food Restaurant']",45.538117,-73.510339,45.53368199320325,-73.51526074111462,632,6.9,0.9366123486320825,
Silva Grillades,"['Portuguese Restaurant', 'Steakhouse']",45.538521,-73.510012,45.53368199320325,-73.51526074111462,680,6.9,0.8641052474211391,3.0
Tim Hortons,"['Restaurant', 'Cafe, Coffee, and Tea House']",45.535994,-73.496997,45.53722603812578,-73.49506705999374,197,6.8,0.9615787113170877,1.0
Subway,"['Fast Food Restaurant', 'Deli']",45.535322,-73.496492,45.53722603812578,-73.49506705999374,236,6.4,0.930183883988638,1.0
Thai Express,"['Restaurant', 'Thai Restaurant']",45.535374,-73.496735,45.53722603812578,-73.49506705999374,246,6.2,0.9279413963223202,
McDonald's,"['Fast Food Restaurant', 'Burger Joint']",45.543541,-73.491749,45.53722603812578,-73.49506705999374,749,6.4,0.9908805501569742,1.0
Subway,"['Fast Food Restaurant', 'Deli']",45.531858,-73.484806,45.53722603812578,-73.49506705999374,1004,6.4,0.8750186873972193,1.0
Théâtre de la Ville,"['Theater', 'Music Venue']",45.536889,-73.494843,45.53722603812578,-73.49506705999374,185,,0.8478098370458963,
Quesada Burritos and Tacos,['Tex-Mex Restaurant'],45.535654,-73.49403,45.53722603812578,-73.49506705999374,232,,0.09822095978472119,
Bento Sushi,['Restaurant'],45.536059,-73.493703,45.53722603812578,-73.49506705999374,232,,0.3405591269248019,
Wok to Go,['Chinese Restaurant'],45.533606,-73.491303,45.53722603812578,-73.49506705999374,510,,0.13200777395724322,1.0
Restaurant Bun'S and Hummer,['Burger Joint'],45.533388,-73.490812,45.53722603812578,-73.49506705999374,537,,0.6566003886978622,1.0
Pizza Heure de Pointe,['Pizzeria'],45.524378,-73.521255,45.52841043752244,-73.51716578006744,555,8.2,0.9825085962027209,1.0
St Mark Resto Pub Terrasse,['American Restaurant'],45.53631,-73.512658,45.52841043752244,-73.51716578006744,948,8.4,0.8783076693078188,2.0
Madame Thai,['Thai Restaurant'],45.536651,-73.512669,45.52841043752244,-73.51716578006744,963,8.3,0.9382568395873823,2.0
Rôtisserie St-Hubert,"['Restaurant', 'South American Restaurant']",45.528599,-73.514699,45.52841043752244,-73.51716578006744,190,7.0,0.9687546718493049,
Subway,"['Fast Food Restaurant', 'Deli']",45.528198,-73.514832,45.52841043752244,-73.51716578006744,178,6.4,0.8676932276872478,1.0
A&W Restaurant,"['Fast Food Restaurant', 'American Restaurant']",45.524264,-73.521252,45.52841043752244,-73.51716578006744,556,6.7,0.8379428913140978,1.0
Pâtisserie O Gâteries,"['Restaurant', 'Pastry Shop', 'Bakery']",45.536137,-73.512798,45.52841043752244,-73.51716578006744,922,6.8,0.8261324562714905,1.0
Subway,"['Fast Food Restaurant', 'Deli']",45.523583,-73.521231,45.52841043752244,-73.51716578006744,628,6.3,0.9790701151143669,1.0
Tim Hortons,"['Restaurant', 'Cafe, Coffee, and Tea House']",45.52499,-73.521904,45.52841043752244,-73.51716578006744,545,6.3,0.9838540888025116,1.0
McDonald's,"['Fast Food Restaurant', 'Burger Joint']",45.528302,-73.512461,45.52841043752244,-73.51716578006744,365,6.0,0.9681566751382867,1.0
Le Petit Sao,['Vietnamese Restaurant'],45.466641,-73.542459,45.46714,-73.54259,52,8.1,0.9084338760688766,2.0
Mamie Clafoutis,"['Pastry Shop', 'Sandwich Spot', 'Bakery']",45.472956,-73.539075,45.46714,-73.54259,653,8.1,0.9697786107531919,1.0
Parc de la Fontaine,"['Park', 'Sports and Recreation']",45.463309,-73.544386,45.46714,-73.54259,447,7.6,0.9773456717816563,
Thai Express,"['Restaurant', 'Thai Restaurant']",45.467571,-73.541423,45.46714,-73.54259,90,6.5,0.9186013822185779,
Umi Sushi,['Sushi Restaurant'],45.467507,-73.54176,45.46714,-73.54259,81,6.5,0.8844324704228652,2.0
Les Enfants Terribles,['French Restaurant'],45.47292,-73.538058,45.46714,-73.54259,732,6.7,0.9509780953496545,3.0
Tim Hortons,"['Restaurant', 'Cafe, Coffee, and Tea House']",45.47315,-73.540727,45.46714,-73.54259,603,6.3,0.9188005154035376,1.0
Domino's Pizza,"['Fast Food Restaurant', 'Pizzeria']",45.4674,-73.541466,45.46714,-73.54259,90,,0.883284526180157,1.0
Montreal Masala,['Indian Restaurant'],45.468046,-73.543228,45.46714,-73.54259,102,,0.3691109288977393,2.0
Bento Sushi,['Restaurant'],45.46667,-73.543863,45.46714,-73.54259,118,,0.6957010659482253,
Bagatelle Bistro,"['Fast Food Restaurant', 'Bistro', 'French Restaurant']",45.552875,-73.539781,45.55321884238814,-73.53978216648102,39,8.5,0.9498301511069462,3.0
Hoche Café,"['Coffee Shop', 'Café', 'Restaurant']",45.55247,-73.540108,45.55321884238814,-73.53978216648102,78,8.5,0.8806255124751083,2.0
État-Major,['Restaurant'],45.549476,-73.54205,45.55321884238814,-73.53978216648102,431,8.6,0.9044863535199719,
Madame Smith,"['Lounge', 'Tapas Restaurant']",45.550052,-73.54168,45.55321884238814,-73.53978216648102,370,7.9,0.9484947873960408,2.0
Poutine Centrale,"['Fast Food Restaurant', 'Burger Joint', 'Diner']",45.551436,-73.549141,45.55321884238814,-73.53978216648102,757,8.3,0.9475225489047675,2.0
Atomic Cafe,"['Fast Food Restaurant', 'Coffee Shop', 'Café']",45.545221,-73.544534,45.55321884238814,-73.53978216648102,960,8.6,0.9585451563781188,1.0
Fusion Express,"['Sushi Restaurant', 'Thai Restaurant']",45.55257,-73.552134,45.55321884238814,-73.53978216648102,971,8.5,0.9606419116785756,2.0
Théâtre Denise-Pelletier,"['Theater', 'Concert Hall']",45.551506,-73.534309,45.55321884238814,-73.53978216648102,473,7.4,0.8741126859552536,
Esplanade Financière Sun Life,['Plaza'],45.5553,-73.552026,45.55321884238814,-73.53978216648102,963,7.7,0.9655851001522783,
Restaurant la Pataterie Inc,"['Fast Food Restaurant', 'Steakhouse']",45.547753,-73.542966,45.55321884238814,-73.53978216648102,625,7.3,0.9621646948576783,1.0
Poissonnerie & Restaurant Rayan,"['Meat and Seafood Store', 'Seafood Restaurant']",45.500202,-73.631497,45.5057209331225,-73.62945914268494,608,8.5,0.9798758346023193,3.0
Restaurant Pho Lien,['Vietnamese Restaurant'],45.498922,-73.627483,45.5057209331225,-73.62945914268494,785,8.4,0.9558158603724962,2.0
Restaurant Phnom Penh,['Cambodian Restaurant'],45.505274,-73.641594,45.5057209331225,-73.62945914268494,951,7.8,0.9882511420873843,
Restaurant Nguyen Phi,['Vietnamese Restaurant'],45.501295,-73.633567,45.5057209331225,-73.62945914268494,577,7.1,0.9821482956542111,2.0
Tim Hortons,"['Restaurant', 'Cafe, Coffee, and Tea House']",45.500342,-73.630242,45.5057209331225,-73.62945914268494,592,6.9,0.9929366287923158,1.0
Ngan Dinh,['Vietnamese Restaurant'],45.497379,-73.625204,45.5057209331225,-73.62945914268494,970,7.2,0.9493030338526415,2.0
Tuk Tuk,"['Cambodian Restaurant', 'Thai Restaurant']",45.498383,-73.626109,45.5057209331225,-73.62945914268494,870,7.1,0.9195853344266136,
Brochetterie Parthenon,"['Greek Restaurant', 'Fast Food Restaurant']",45.501325,-73.632115,45.5057209331225,-73.62945914268494,556,6.7,0.9508141033149818,2.0
Sushi Plus,['Sushi Restaurant'],45.499822,-73.630661,45.5057209331225,-73.62945914268494,633,6.7,0.9817266018507672,2.0
Kam Shing Chinese Restaurant,['Chinese Restaurant'],45.503246,-73.638088,45.5057209331225,-73.62945914268494,694,6.7,0.9867869274920933,1.0
Parc la Fontaine,['Park'],45.526246,-73.569666,45.52689,-73.57264,264,9.5,0.9995197376127445,
Grillade Portuguaise ma Poule Mouillée,"['Deli', 'Portuguese Restaurant', 'Bakery']",45.525165,-73.575301,45.52689,-73.57264,280,8.9,0.9775682324001406,1.0
Café le Loup Bleu,"['Coffee Shop', 'Café', 'Restaurant']",45.528686,-73.575413,45.52689,-73.57264,280,8.8,0.9511889422513764,1.0
La Banquise,"['Poutine Restaurant', 'Fast Food Restaurant', 'Diner']",45.525348,-73.574677,45.52689,-73.57264,241,8.5,0.9902073327866933,1.0
Le Moineau Masqué,"['Coffee Shop', 'Café', 'Restaurant']",45.525508,-73.577976,45.52689,-73.57264,455,9.2,0.8968021553238843,1.0
Boulangerie Pâtisserie Mr Pinchot,"['Restaurant', 'Bakery']",45.52822,-73.57598,45.52689,-73.57264,295,8.5,0.9140213189645074,1.0
La Maison des Pâtes Fraîches,['Italian Restaurant'],45.524239,-73.576143,45.52689,-73.57264,391,8.7,0.9266369919175355,2.0
Pub Pit Caribou,"['Restaurant', 'Brewery', 'Beer Bar']",45.525105,-73.575444,45.52689,-73.57264,301,8.4,0.9502049900433408,
Chez Victoire,['French Restaurant'],45.531047,-73.576652,45.52689,-73.57264,547,8.8,0.9461169028932881,3.0
Au Pied de Cochon,['French Restaurant'],45.522115,-73.574428,45.52689,-73.57264,533,8.6,0.9344851821482957,3.0
Chez Cora,"['French Restaurant', 'Diner']",45.650443,-73.511064,45.65140583915357,-73.50041270256041,856,8.0,0.9385498418648237,1.0
Tomate Basilic,"['Mediterranean Restaurant', 'Italian Restaurant', 'Diner']",45.650994,-73.511956,45.65140583915357,-73.50041270256041,871,6.9,0.9714068173831557,2.0
Rôtisserie St-Hubert,"['South American Restaurant', 'Shipping, Freight, and Material Transportation Service']",45.65048,-73.512086,45.65140583915357,-73.50041270256041,912,6.9,0.9357385498418648,2.0
Rôtisserie Scores,"['Restaurant', 'BBQ Joint']",45.657116,-73.510151,45.65140583915357,-73.50041270256041,964,6.9,0.9225020499004334,
Thai Express,"['Restaurant', 'Thai Restaurant']",45.654806,-73.50906,45.65140583915357,-73.50041270256041,770,6.7,0.968818085978681,2.0
École Daniel Johnson - Soccer Field,['Landmarks and Outdoors'],45.650094,-73.499879,45.65140583915357,-73.50041270256041,148,,0.9709851235797119,
Tim Hortons,"['Restaurant', 'Cafe, Coffee, and Tea House']",45.655351,-73.510243,45.65140583915357,-73.50041270256041,884,6.3,0.9894927960641912,1.0
Parc Daniel-Johnson,"['Stadium', 'Sports and Recreation']",45.649967,-73.500556,45.65140583915357,-73.50041270256041,212,,0.8801569638046152,
Subway,"['Fast Food Restaurant', 'Deli']",45.654235,-73.50914,45.65140583915357,-73.50041270256041,751,,0.8676935691694975,1.0
Subway,"['Fast Food Restaurant', 'Deli']",45.654349,-73.509143,45.65140583915357,-73.50041270256041,752,,,1.0
Restaurant la Flamberge,['Restaurant'],45.605277,-73.621267,45.6062348,-73.6287838,583,7.7,0.9595759634532037,
Buona Sera,['Italian Restaurant'],45.605176,-73.626118,45.6062348,-73.6287838,266,7.3,0.9963921752372028,2.0
Da Bologna,['Italian Restaurant'],45.600312,-73.624888,45.6062348,-73.6287838,730,7.5,0.9807777907930186,2.0
Cantinho Express,['Portuguese Restaurant'],45.607365,-73.619298,45.6062348,-73.6287838,748,7.4,0.9824997071570809,2.0
Parc Aimé-Léonard,['Park'],45.610015,-73.636813,45.6062348,-73.6287838,742,6.9,0.9972238491273281,
Harvey's,['Restaurant'],45.605058,-73.618105,45.6062348,-73.6287838,856,6.7,0.9294248565069697,
